ITEM_ID,DATE_TIME,CLAIM
999000385243,2017-06-07 09:50:59,1
999000119921,2017-06-07 13:45:59,1
999000092384,2017-06-07 13:35:59,1
999000614769,2017-06-07 13:25:59,1
999000080770,2017-06-07 13:05:59,1
999000722664,2017-06-07 15:45:59,1
999000174530,2017-06-07 15:40:59,1
999000204009,2017-06-07 15:35:59,1
999000500721,2017-06-07 15:15:59,1
999000489565,2017-06-07 15:10:59,1
999000477580,2017-06-07 16:40:59,1
999000626210,2017-06-07 16:05:59,1
999000198706,2017-06-07 17:55:59,1
999000401819,2017-06-07 17:20:59,1
999000157460,2017-06-07 17:15:59,1
999000260221,2017-06-07 18:45:59,1
999000934455,2017-06-07 18:10:59,1
999000350358,2017-06-07 18:05:59,1
999000252250,2017-06-07 19:40:59,1
999000817819,2017-06-07 19:05:59,1
999000480455,2017-06-07 19:00:59,1
999000135126,2017-06-23 18:50:59,1
999000930328,2017-06-26 08:55:59,1
999000674019,2017-06-26 15:20:59,1
999000267147,2017-06-30 22:55:59,1
999000038327,2017-07-03 18:50:59,1
999000382780,2017-07-05 07:55:59,1
999000502800,2017-07-05 07:50:59,1
999000883898,2017-07-05 14:55:59,1
999000091151,2017-07-05 14:45:59,1
999000717948,2017-07-05 15:55:59,1
999000556021,2017-07-11 17:55:59,1
999000236438,2017-07-11 17:50:59,1
999000289639,2017-07-11 18:50:59,1
999000328556,2017-07-11 19:50:59,1
999000636076,2017-07-11 19:45:59,1
999000194876,2017-07-11 20:55:59,1
999000177227,2017-07-11 22:55:59,1
999000397115,2017-07-11 22:50:59,1
999000661220,2017-07-11 22:45:59,1
999000346034,2017-07-11 22:40:59,1
999000056136,2017-07-11 22:30:59,1
999000673148,2017-07-11 22:25:59,1
999000352144,2017-07-11 22:05:59,1
999000631071,2017-07-12 07:45:59,1
999000659694,2017-07-12 07:30:59,1
999000854602,2017-07-12 07:15:59,1
999000837800,2017-07-12 08:30:59,1
999000755569,2017-07-12 08:15:59,1
999000226640,2017-07-12 08:10:59,1
999000630706,2017-07-12 08:05:59,1
999000947463,2017-07-12 09:45:59,1
999000755439,2017-07-12 09:40:59,1
999000895327,2017-07-12 09:35:59,1
999000109156,2017-07-12 09:30:59,1
999000436209,2017-07-12 10:35:59,1
999000540665,2017-07-12 10:20:59,1
999000607964,2017-07-12 11:30:59,1
999000281613,2017-07-12 11:25:59,1
999000323187,2017-07-12 11:05:59,1
999000649031,2017-07-12 14:35:59,1
999000905518,2017-07-13 09:55:59,1
999000862326,2017-07-14 09:55:59,1
999000385824,2017-07-14 21:55:59,1
999000300168,2017-07-14 21:50:59,1
999000894363,2017-07-17 18:55:59,1
999000483827,2017-07-18 18:55:59,1
999000259368,2017-07-20 20:55:59,1
999000447921,2017-07-20 20:30:59,1
999000850471,2017-07-20 21:55:59,1
999000778216,2017-07-20 21:40:59,1
999000467563,2017-07-20 22:50:59,1
999000429884,2017-07-20 22:30:59,1
999000619001,2017-07-21 07:20:59,1
999000833606,2017-07-21 08:00:59,1
999000430887,2017-07-24 12:55:59,1
999000005856,2017-07-24 21:55:59,1
999000833100,2017-07-24 22:50:59,1
999000240112,2017-07-25 20:55:59,1
999000967897,2017-07-25 21:55:59,1
999000965850,2017-07-31 20:55:59,1
999000736402,2017-07-31 20:50:59,1
999000536522,2017-07-31 21:55:59,1
999000659625,2017-08-01 18:50:59,1
999000327167,2017-08-02 15:05:59,1
999000706752,2017-08-02 17:45:59,1
999000709586,2017-08-02 21:55:59,1
999000414987,2017-08-09 17:50:59,1
999000265206,2017-08-28 14:55:59,1
999000940012,2017-08-29 22:05:59,1
999000568591,2017-09-12 08:40:59,1
999000370865,2017-09-12 12:35:59,1
999000182586,2017-09-14 19:50:59,1
999000222377,2017-09-20 07:55:59,1
999000328802,2017-09-25 07:55:59,1
999000822302,2017-10-05 19:05:59,1
999000544610,2017-10-12 07:55:59,1
999000329640,2017-10-12 08:50:59,1
999000271239,2017-10-17 15:55:59,1
999000326239,2017-10-17 15:45:59,1
999000222367,2017-10-25 20:55:59,1
999000938999,2017-10-25 21:55:59,1
999000648385,2017-10-25 21:50:59,1
999000580588,2017-10-31 07:50:59,1
999000041338,2017-11-02 22:55:59,1
999000481372,2017-11-02 22:50:59,1
999000652898,2017-11-16 21:20:59,1
999000908089,2017-11-29 09:55:59,1
999000865319,2018-01-30 10:55:59,1
999000161594,2018-02-14 09:55:59,1
999000669704,2018-02-23 07:25:59,1
999000122190,2018-02-23 21:55:59,1
999000627899,2018-03-02 11:55:59,1
999000054054,2018-03-02 12:55:59,1
999000210534,2018-03-02 15:55:59,1
999000802015,2018-03-02 15:50:59,1
999000713549,2018-03-02 18:30:59,1
999000258176,2018-03-06 15:55:59,1
999000872260,2018-03-09 13:35:59,1
999000552394,2018-03-28 22:55:59,1
999000105209,2018-04-02 14:55:59,1
999000456495,2018-04-04 08:55:59,1
999000990640,2018-04-09 14:55:59,1
999000643380,2018-04-18 08:25:59,1
999000140512,2018-04-23 10:55:59,1
999000641191,2018-04-23 20:55:59,1
999000775341,2018-05-08 09:55:59,1
999000541422,2018-06-04 08:50:59,1
999000479558,2018-06-12 22:50:59,1
999000575589,2018-06-12 22:45:59,1
999000150564,2018-06-28 08:55:59,1
999000588339,2018-06-28 09:50:59,1
999000462363,2018-06-28 11:40:59,1
999000403892,2018-06-28 13:55:59,1
999000391341,2018-06-28 21:20:59,1
999000993162,2018-06-29 17:35:59,1
999000960775,2018-07-02 17:55:59,1
999000822765,2018-07-02 17:50:59,1
999000583790,2018-07-03 14:20:59,1
999000752817,2018-07-09 20:55:59,1
999000615106,2018-07-11 20:50:59,1
999000285874,2018-07-13 14:00:59,1
999000811787,2018-07-17 21:55:59,1
999000583556,2018-07-17 21:50:59,1
999000705601,2018-08-21 09:55:59,1
999000928715,2018-08-22 13:25:59,1
999000746586,2018-08-27 09:55:59,1
999000780990,2018-08-29 10:55:59,1
999000989142,2018-09-12 17:55:59,1
999000406472,2018-09-12 22:55:59,1
999000531364,2018-09-21 15:55:59,1
999000190303,2018-09-21 15:50:59,1
999000188891,2018-10-10 20:50:59,1
999000738519,2018-10-12 22:50:59,1
999000248667,2018-10-15 11:55:59,1
999000340378,2018-10-15 22:55:59,1
999000018160,2018-10-18 19:20:59,1
999000343110,2018-10-29 15:55:59,1
999000774414,2018-11-06 22:55:59,1
999000787604,2018-11-09 07:55:59,1
999000912167,2018-11-09 13:55:59,1
999000585299,2018-11-09 13:50:59,1
999000701136,2018-11-13 19:55:59,1
999000648244,2018-11-26 19:55:59,1
999000344791,2018-11-27 11:55:59,1
999000427471,2018-11-27 15:55:59,1
999000705865,2018-11-30 08:00:59,1
999000705170,2018-12-11 08:55:59,1
999000425867,2018-12-11 09:50:59,1
999000716026,2019-01-18 17:55:59,1
999000786453,2019-01-18 17:45:59,1
999000437167,2019-01-18 19:50:59,1
999000358569,2019-01-18 19:45:59,1
999000463689,2019-01-18 20:50:59,1
999000935160,2019-02-01 11:55:59,1
999000369216,2019-02-12 07:55:59,1
999000814335,2019-02-15 12:55:59,1
999000504893,2019-02-15 22:50:59,1
999000160571,2019-03-13 17:55:59,1
999000580976,2019-03-13 17:50:59,1
999000779602,2019-03-19 13:55:59,1
999000601674,2019-03-27 22:40:59,1
999000743704,2019-03-29 10:45:59,1
999000740675,2019-04-01 16:55:59,1
999000780495,2019-04-22 10:55:59,1
999000393288,2019-04-22 17:45:59,1
999000401795,2019-04-22 18:45:59,1
999000722417,2019-04-22 19:50:59,1
999000272439,2019-04-22 20:45:59,1
999000761483,2019-04-22 21:15:59,1
999000046977,2019-04-22 21:10:59,1
999000029474,2019-04-22 21:05:59,1
999000734803,2019-04-22 21:00:59,1
999000955120,2019-04-22 22:40:59,1
999000019797,2019-04-22 22:35:59,1
999000748120,2019-04-23 07:40:59,1
999000534304,2019-04-23 13:00:59,1
999000630276,2019-04-24 16:55:59,1
999000255454,2019-04-24 16:50:59,1
999000039007,2019-04-24 17:55:59,1
999000279048,2019-04-24 17:50:59,1
999000772311,2019-04-24 20:55:59,1
999000823221,2019-04-25 10:55:59,1
999000078587,2019-04-25 10:50:59,1
999000077079,2019-04-25 12:55:59,1
999000416341,2019-04-25 12:40:59,1
999000691949,2019-04-25 13:30:59,1
999000477170,2019-04-25 13:20:59,1
999000792325,2019-04-25 13:10:59,1
999000537895,2019-04-29 10:55:59,1
999000426236,2019-04-30 10:55:59,1
999000729239,2019-05-08 15:05:59,1
999000636681,2019-05-09 15:55:59,1
999000505755,2019-05-10 10:55:59,1
999000535930,2019-05-21 11:55:59,1
999000277276,2019-05-28 12:40:59,1
999000155787,2019-05-31 13:55:59,1
999000254970,2019-05-31 14:50:59,1
999000355902,2019-06-04 07:55:59,1
999000406555,2019-06-04 08:55:59,1
999000383439,2019-06-06 21:45:59,1
999000627907,2019-06-07 07:55:59,1
999000358349,2019-06-07 07:50:59,1
999000124590,2019-06-07 07:20:59,1
999000406326,2019-06-11 09:35:59,1
999000141083,2019-06-18 11:15:59,1
999000119218,2019-06-21 21:55:59,1
999000204974,2019-06-25 12:55:59,1
999000349638,2019-06-25 12:50:59,1
999000148863,2019-06-25 13:55:59,1
999000861601,2019-06-25 13:50:59,1
999000281847,2019-07-02 16:55:59,1
999000559311,2019-07-02 17:50:59,1
999000115064,2019-07-11 15:55:59,1
999000281046,2019-07-11 22:55:59,1
999000784216,2019-07-12 22:55:59,1
999000100871,2019-07-15 07:50:59,1
999000550747,2019-07-16 16:55:59,1
999000696938,2019-07-16 16:50:59,1
999000535246,2019-07-16 17:50:59,1
999000345508,2019-07-24 07:55:59,1
999000449404,2019-07-24 09:55:59,1
999000653713,2019-07-24 09:50:59,1
999000921112,2019-07-30 08:50:59,1
999000210468,2019-07-30 09:55:59,1
999000050531,2019-07-30 13:50:59,1
999000966643,2019-07-30 16:40:59,1
999000119617,2019-07-31 16:55:59,1
999000730137,2019-07-31 17:55:59,1
999000182346,2019-08-05 15:40:59,1
999000698639,2019-08-27 12:50:59,1
999000504494,2019-08-27 12:45:59,1
999000068239,2019-09-18 10:55:59,1
999000985718,2019-09-18 11:50:59,1
999000227366,2019-09-24 12:55:59,1
999000216713,2019-09-24 12:50:59,1
999000369185,2019-09-24 20:55:59,1
999000316791,2019-09-24 20:50:59,1
999000746808,2019-09-24 20:45:59,1
999000138756,2019-09-24 20:40:59,1
999000597285,2019-09-27 12:55:59,1
999000182873,2019-10-01 18:55:59,1
999000030666,2019-10-02 13:55:59,1
999000507593,2019-10-02 13:50:59,1
999000221385,2019-10-10 08:55:59,1
999000127039,2019-10-10 08:50:59,1
999000472065,2019-10-10 09:50:59,1
999000514878,2019-10-22 15:55:59,1
999000800110,2019-10-23 12:15:59,1
999000816724,2019-11-15 14:55:59,1
999000578880,2019-11-22 09:55:59,1
999000626719,2019-11-22 09:50:59,1
999000455338,2019-11-26 13:55:59,1
999000509730,2019-11-26 17:50:59,1
999000796027,2019-11-26 22:55:59,1
999000752624,2019-11-27 07:55:59,1
999000997736,2019-11-27 07:50:59,1
999000234194,2019-12-04 16:55:59,1
999000975442,2019-12-09 08:55:59,1
999000086117,2019-12-09 08:50:59,1
999000785570,2019-12-11 12:55:59,1
999000790831,2019-12-11 12:50:59,1
999000584388,2019-12-11 16:55:59,1
999000778998,2019-12-13 17:50:59,1
999000947530,2020-01-14 22:55:59,1
999000410916,2020-01-14 22:45:59,1
999000852413,2020-01-22 19:40:59,1
999000404012,2020-01-22 22:50:59,1
999000895791,2020-01-24 19:40:59,1
999000556060,2020-01-24 22:55:59,1
999000244920,2020-02-10 07:55:59,1
999000931240,2020-02-12 13:55:59,1
999000922589,2020-02-12 13:50:59,1
999000893611,2020-02-12 14:55:59,1
999000202765,2020-02-12 14:50:59,1
999000123155,2020-02-20 20:55:59,1
999000158172,2020-02-20 20:50:59,1
999000502164,2020-02-24 14:05:59,1
999000962186,2020-02-27 13:55:59,1
999000933414,2020-03-26 16:55:59,1
999000659528,2020-04-02 22:55:59,1
999000385307,2020-04-02 22:40:59,1
999000433367,2020-04-03 10:55:59,1
999000435442,2020-04-03 10:50:59,1
999000737480,2020-04-03 11:10:59,1
999000114858,2020-04-10 18:50:59,1
999000076049,2020-04-22 21:55:59,1
999000013996,2020-04-27 13:55:59,1
999000340349,2020-04-27 14:50:59,1
999000879379,2020-04-28 10:25:59,1
999000397829,2020-06-16 19:55:59,1
999000990739,2020-06-24 11:40:59,1
999000684242,2020-06-25 19:50:59,1
999000718143,2020-06-29 16:50:59,1
999000488567,2020-06-30 15:55:59,1
999000219883,2020-06-30 15:40:59,1
999000055872,2020-06-30 17:55:59,1
999000591891,2020-07-01 15:55:59,1
999000912749,2020-07-23 19:55:59,1
999000154690,2020-07-28 10:55:59,1
999000136810,2020-07-28 11:55:59,1
999000567556,2020-07-28 12:55:59,1
999000240678,2020-07-28 12:50:59,1
999000332637,2020-07-28 22:40:59,1
999000279011,2020-08-03 14:35:59,1
999000119817,2020-08-03 15:50:59,1
999000648811,2020-08-03 16:45:59,1
999000439675,2020-08-06 15:55:59,1
999000535533,2020-08-06 16:50:59,1
999000054386,2020-08-07 20:55:59,1
999000250296,2020-08-07 20:50:59,1
999000323031,2020-08-07 21:50:59,1
999000699647,2020-08-07 22:55:59,1
999000243566,2020-08-11 17:55:59,1
999000133571,2020-08-11 18:55:59,1
999000816565,2020-08-13 07:20:59,1
999000558612,2020-08-20 08:55:59,1
999000164325,2020-08-20 21:40:59,1
999000816922,2020-08-25 10:55:59,1
999000895520,2020-08-25 15:55:59,1
999000128762,2020-08-25 16:55:59,1
999000771480,2020-08-25 17:50:59,1
999000162552,2020-08-25 18:05:59,1
999000511333,2020-08-25 22:50:59,1
999000960614,2020-08-26 16:55:59,1
999000219674,2020-08-31 16:50:59,1
999000241155,2020-08-31 17:55:59,1
999000295430,2020-09-01 22:55:59,1
999000159293,2020-09-15 09:05:59,1
999000233112,2020-09-16 12:15:59,1
999000362391,2020-09-22 16:50:59,1
999000986657,2020-09-24 08:20:59,1
999000201328,2020-09-24 08:15:59,1
999000636858,2020-09-24 08:05:59,1
999000191267,2020-09-24 15:05:59,1
999000085333,2020-09-25 18:55:59,1
999000284459,2020-09-25 19:50:59,1
999000640265,2020-11-02 16:55:59,1
999000736230,2020-11-03 10:45:59,1
999000465276,2020-11-03 10:40:59,1
999000044322,2020-11-04 15:50:59,1
999000984144,2020-11-12 15:25:59,1
999000045545,2020-12-01 08:55:59,1
999000070174,2021-01-04 22:55:59,1
999000326486,2021-01-06 10:55:59,1
999000000634,2021-01-14 22:55:59,1
999000281311,2021-01-14 22:50:59,1
999000543540,2021-01-26 07:50:59,1
999000759996,2021-02-11 08:50:59,1
999000241452,2021-02-11 16:30:59,1
999000878529,2021-02-11 18:10:59,1
999000716759,2021-02-11 20:55:59,1
999000403390,2021-02-17 14:55:59,1
999000743591,2021-03-12 10:55:59,1
999000765077,2021-03-12 18:55:59,1
999000677379,2021-03-12 18:45:59,1
999000864457,2021-03-17 16:55:59,1
999000257575,2021-03-17 17:55:59,1
999000520774,2021-03-17 19:55:59,1
999000287527,2021-03-25 22:55:59,1
999000502132,2021-04-02 17:55:59,1
999000159163,2021-04-02 18:55:59,1
999000053313,2021-04-02 18:50:59,1
999000934128,2021-04-02 21:30:59,1
999000250652,2021-04-05 09:55:59,1
999000288316,2021-04-06 20:55:59,1
999000248354,2021-04-08 19:55:59,1
999000985171,2021-04-08 20:40:59,1
999000396322,2021-04-09 08:35:59,1
999000665436,2021-04-12 13:55:59,1
999000720714,2021-04-28 15:55:59,1
999000626040,2021-04-30 20:55:59,1
999000716400,2021-04-30 21:55:59,1
999000456813,2021-04-30 21:45:59,1
999000048617,2021-05-10 12:55:59,1
999000964098,2021-05-10 13:55:59,1
999000913099,2021-05-10 13:50:59,1
999000405178,2021-05-12 22:55:59,1
999000052463,2021-05-12 22:50:59,1
999000539762,2021-05-13 11:50:59,1
999000423254,2021-05-13 11:45:59,1
999000302352,2021-05-14 19:55:59,1
999000267973,2021-05-14 22:45:59,1
999000300272,2021-05-17 07:55:59,1
999000717520,2021-05-17 07:50:59,1
999000015990,2021-05-17 07:25:59,1
999000791776,2021-05-17 18:50:59,1
999000416394,2021-05-17 19:55:59,1
999000220656,2021-05-17 20:25:59,1
999000002680,2021-05-19 12:55:59,1
999000369186,2021-05-27 15:55:59,1
999000665995,2021-05-27 22:55:59,1
999000860777,2021-05-28 07:40:59,1
999000695838,2021-06-03 19:55:59,1
999000177220,2021-06-03 20:55:59,1
999000597907,2021-06-15 22:55:59,1
999000834923,2021-06-28 22:50:59,1
999000503777,2021-07-13 22:50:59,1
999000079981,2021-07-14 08:55:59,1
999000621578,2021-07-14 09:55:59,1
999000535407,2021-07-14 09:50:59,1
999000505243,2021-07-14 10:50:59,1
999000455291,2021-07-14 10:10:59,1
999000028888,2021-07-14 10:05:59,1
999000980482,2021-07-27 17:05:59,1
999000138647,2021-07-27 17:00:59,1
999000900635,2021-07-27 19:55:59,1
999000331017,2021-07-27 19:50:59,1
999000346350,2021-08-02 12:55:59,1
999000220681,2021-08-12 17:45:59,1
999000084420,2021-08-17 15:50:59,1
999000451734,2021-08-17 16:55:59,1
999000668364,2021-08-18 12:00:59,1
999000598426,2021-08-25 14:55:59,1
999000483027,2021-08-25 14:50:59,1
999000117930,2021-08-25 19:20:59,1
999000256874,2021-09-01 13:50:59,1
999000095556,2021-09-27 07:55:59,1
999000047674,2021-09-30 10:55:59,1
999000983137,2021-09-30 22:40:59,1
999000931303,2021-10-01 10:05:59,1
999000205272,2021-10-08 21:55:59,1
999000979663,2021-10-21 18:55:59,1
999000798227,2021-10-25 10:55:59,1
999000232812,2021-10-25 12:55:59,1
999000630725,2021-10-25 19:45:59,1
999000531674,2021-11-01 16:55:59,1
999000277625,2021-11-01 22:55:59,1
999000104048,2021-11-02 11:10:59,1
999000559278,2021-11-15 12:50:59,1
999000702045,2021-11-15 14:55:59,1
999000033365,2021-11-15 14:50:59,1
999000284494,2021-11-15 19:55:59,1
999000088704,2021-11-15 19:40:59,1
999000267813,2021-11-16 09:15:59,1
999000772850,2021-11-16 11:10:59,1
999000235991,2021-12-02 13:55:59,1
999000062765,2021-12-02 13:50:59,1
999000499171,2021-12-02 13:35:59,1
999000801910,2021-12-07 07:55:59,1
999000461963,2021-12-22 11:55:59,1
999000482443,2022-01-31 20:55:59,1
999000289204,2022-02-01 07:55:59,1
999000203095,2022-02-03 15:55:59,1
999000642658,2022-02-04 22:55:59,1
999000445629,2022-02-07 11:55:59,1
999000089433,2022-02-28 10:55:59,1
999000695810,2022-03-01 18:55:59,1
999000080212,2022-03-02 19:55:59,1
999000910988,2022-03-03 07:15:59,1
999000572834,2022-03-09 12:55:59,1
999000761105,2022-04-01 22:55:59,1
999000984767,2022-04-12 20:55:59,1
999000692447,2022-04-12 21:50:59,1
999000977727,2022-04-26 13:55:59,1
999000804993,2022-05-12 10:50:59,1
999000809380,2022-05-12 11:55:59,1
999000833427,2022-05-12 16:55:59,1
999000520268,2022-05-19 17:55:59,1
999000177366,2022-05-20 10:55:59,1
999000843689,2022-05-20 12:55:59,1
999000896853,2022-05-27 10:55:59,1
999000854519,2022-06-02 13:50:59,1
999000950281,2022-06-03 08:55:59,1
999000553657,2022-06-03 17:55:59,1
999000064715,2022-06-08 19:55:59,1
999000387085,2022-06-08 22:50:59,1
999000053124,2022-06-13 15:50:59,1
999000081639,2022-06-22 12:55:59,1
999000435152,2022-06-24 20:55:59,1
999000693912,2022-06-24 21:55:59,1
999000583929,2022-07-12 15:55:59,1
999000124116,2022-07-14 19:50:59,1
999000264449,2022-07-15 11:50:59,1
999000695547,2022-07-15 16:30:59,1
999000595101,2022-07-18 16:55:59,1
999000732248,2022-07-20 08:50:59,1
999000429457,2022-07-20 13:55:59,1
999000454578,2022-07-20 21:30:59,1
999000747133,2022-07-25 22:55:59,1
999000579652,2022-07-27 14:55:59,1
999000810863,2022-08-02 17:55:59,1
999000482674,2022-08-02 20:50:59,1
999000801026,2022-08-02 21:55:59,1
999000307522,2022-08-03 09:55:59,1
999000603041,2022-08-03 09:50:59,1
999000845671,2022-08-03 09:40:59,1
999000992034,2022-08-03 10:50:59,1
999000634550,2022-08-03 11:30:59,1
999000794268,2022-08-03 18:05:59,1
999000262224,2022-08-03 22:55:59,1
999000778204,2022-08-04 11:50:59,1
999000756573,2022-08-04 17:55:59,1
999000613984,2022-08-04 18:55:59,1
999000275897,2022-08-12 07:55:59,1
999000516465,2022-08-16 20:50:59,1
999000990709,2022-08-22 17:50:59,1
999000798297,2022-08-22 17:45:59,1
999000980611,2022-08-23 10:10:59,1
999000891139,2022-09-01 20:55:59,1
999000053025,2022-09-14 08:55:59,1
999000113262,2022-09-19 15:55:59,1
999000206049,2022-09-19 15:50:59,1
999000447340,2022-09-20 18:50:59,1
999000715936,2022-09-20 20:55:59,1
999000442261,2022-09-21 07:50:59,1
999000868625,2022-09-21 08:50:59,1
999000301606,2022-09-21 09:40:59,1
999000801500,2022-09-21 09:35:59,1
999000068126,2022-09-21 11:45:59,1
999000714995,2022-09-21 12:45:59,1
999000522194,2022-09-21 12:25:59,1
999000592643,2022-09-21 12:20:59,1
999000033291,2022-09-21 13:40:59,1
999000840121,2022-09-21 16:55:59,1
999000505599,2022-09-21 19:55:59,1
999000670579,2022-09-23 13:50:59,1
999000813500,2022-09-23 14:55:59,1
999000931321,2022-09-23 14:50:59,1
999000121397,2022-09-23 17:55:59,1
999000185268,2022-09-23 21:55:59,1
999000249558,2022-09-23 22:45:59,1
999000559255,2022-09-26 07:55:59,1
999000238877,2022-09-26 10:45:59,1
999000047864,2022-09-27 21:45:59,1
999000333243,2022-09-30 13:50:59,1
999000546860,2022-10-17 22:55:59,1
999000450779,2022-10-21 17:55:59,1
999000218741,2022-10-25 18:55:59,1
999000236745,2022-11-10 10:50:59,1
999000663271,2022-12-06 20:50:59,1
999000190330,2022-12-06 20:40:59,1
999000465326,2022-12-06 20:35:59,1
999000294276,2022-12-06 20:30:59,1
999000765650,2022-12-06 21:05:59,1
